Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Cannings,Connie Denesiuk,Brian Gray,Marshall Neufeld,Samantha Troy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 205","Rossland",120,40,0,15,10,1,186,323
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 206","Rossland",116,60,2,22,10,0,210,353
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 207","Rossland",130,71,0,38,9,0,248,406
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 208","Rossland",83,58,0,36,3,1,181,340
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 209","Oasis",89,52,0,36,10,0,187,289
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 210","Blueberry Creek",66,37,0,35,6,1,145,222
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 211","Blueberry Creek",96,29,4,40,9,0,178,292
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 212","China Creek",60,69,1,62,8,0,200,359
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 213","China Creek",75,72,0,49,4,0,200,283
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 214","Park Siding",45,40,0,30,10,0,125,224
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 215","Fruitvale",108,79,3,71,8,1,270,457
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 216","Fruitvale",94,66,1,33,8,1,203,390
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 217","Fruitvale",107,109,1,51,11,2,281,446
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 218","Fruitvale",57,44,0,35,6,1,143,251
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 219","Fruitvale",109,68,0,49,5,2,233,415
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 220","Fruitvale",102,64,1,45,15,0,227,389
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 221","Montrose",106,53,1,40,7,1,208,367
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 222","Montrose",81,59,1,34,2,0,177,279
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 223","Montrose",108,94,0,74,6,0,282,398
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 224","Columbia Gardens",41,33,2,46,0,0,122,329
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 225","Trail",60,79,2,52,9,1,203,435
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 226","Trail",101,63,0,34,7,1,206,440
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 227","Trail",81,81,4,88,8,1,263,476
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 228","Columbia Gardens",87,57,1,76,6,0,227,455
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 229","Trail",99,65,2,40,3,0,209,404
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 230","Trail",74,56,1,54,6,2,193,441
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 231","Trail",100,61,0,38,11,0,210,429
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 232","Trail",64,54,2,30,4,0,154,409
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 233","Trail",82,67,1,25,9,1,185,444
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 234","Trail",92,59,0,62,6,0,219,420
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 235","Trail",88,68,3,37,8,0,204,431
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 236","Casino",97,71,1,41,4,0,214,419
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 237","Trail",102,81,1,34,11,0,229,469
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 238","Warfield",135,62,0,39,12,0,248,429
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 239","Warfield",76,56,0,43,3,1,179,315
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 240","Warfield",79,30,1,20,10,0,140,257
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 241","Warfield",54,62,0,43,10,1,170,308
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 500","Mobile poll/Bureau itinérant",10,7,4,4,2,3,30,115
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 501","Mobile poll/Bureau itinérant",26,33,1,34,4,0,98,113
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 502","Mobile poll/Bureau itinérant",36,68,3,49,7,3,166,208
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 503","Mobile poll/Bureau itinérant",28,13,0,21,1,0,63,101
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 504","Mobile poll/Bureau itinérant",15,27,8,14,9,4,77,104
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 505","Mobile poll/Bureau itinérant",38,80,4,83,4,5,214,156
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 506","Mobile poll/Bureau itinérant",35,38,7,65,10,1,156,190
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 507","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 508","Mobile poll/Bureau itinérant",35,33,4,37,4,0,113,134
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 509","Mobile poll/Bureau itinérant",25,35,8,10,4,2,84,201
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 600","Penticton 1",157,72,1,122,12,1,365,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 601","Penticton",398,240,3,276,29,2,948,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 602","Penticton",345,225,8,317,34,2,931,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 603","Penticton",424,418,4,667,44,2,1559,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 604","Penticton",411,343,2,470,36,2,1264,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 605","Naramata",117,73,0,127,9,1,327,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 606","Okanagan Falls",271,224,7,386,40,2,930,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 607","Oliver",408,401,5,764,58,4,1640,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 608","Osoyoos",243,244,3,643,52,5,1190,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 609","Rock Creek",54,39,0,71,10,0,174,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 610","Midway",36,22,1,61,12,0,132,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 611","Grand Forks",644,263,8,489,60,5,1469,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 612","Nakusp",183,93,6,173,26,0,481,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 613","New Denver",232,42,0,79,15,0,368,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 614","Slocan Valley",419,72,2,55,29,0,577,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 615","Robson",400,141,3,129,21,0,694,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 616","Castlegar",51,25,1,28,2,0,107,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 617","Castlegar",546,212,7,261,28,6,1060,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 618","Rossland",365,138,3,109,35,0,650,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 619","Warfield",103,62,0,76,20,1,262,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 620","Trail",370,273,6,237,43,3,932,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 621","Fruitvale",188,104,2,126,16,0,436,
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest",,"Group 1/Groupe 1",30,39,1,17,7,7,101,86
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest",,"Group 2/Groupe 2",1649,862,26,1420,103,53,4113,
