Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chantal Breton,Bien Gras Gagné,Louis Gagnon,Bernard Généreux,François Lapointe,Marie-Josée Normand,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 137","Saint-Jean-Port-Joli",2,1,21,74,50,33,0,181,380
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 138","Saint-Jean-Port-Joli",1,0,13,43,51,36,0,144,305
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 139","Saint-Jean-Port-Joli",1,1,22,33,66,22,1,146,304
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 140","Saint-Jean-Port-Joli",3,2,21,57,60,50,2,195,390
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 141","Saint-Jean-Port-Joli",1,1,30,38,44,42,2,158,311
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 142","Saint-Aubert",2,0,11,78,31,55,0,177,351
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 143","Saint-Aubert",5,0,17,71,53,59,4,209,396
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 144","Saint-Aubert",3,3,29,69,62,43,4,213,423
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 145","L'Islet",4,0,18,47,42,60,0,171,347
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 146","L'Islet",1,2,10,63,36,50,5,167,376
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 147","L'Islet",3,2,32,47,32,35,3,154,298
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 148","L'Islet",5,2,14,37,22,46,5,131,302
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 149","L'Islet",1,0,21,56,22,51,4,155,377
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 150","L'Islet",4,0,23,55,38,45,2,167,310
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 151","L'Islet",3,1,18,46,34,43,2,147,351
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 152","L'Islet",0,2,15,78,33,66,2,196,359
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 153","L'Islet",5,0,22,66,57,74,2,226,389
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 154","Saint-Antoine-de-l'Isle-aux-Grues",2,0,14,31,12,29,0,88,119
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 155","Cap-Saint-Ignace",1,2,11,50,25,54,0,143,286
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 156","Cap-Saint-Ignace",0,2,29,67,43,69,1,211,415
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 157","Cap-Saint-Ignace",3,1,9,45,35,28,1,122,278
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 158","Cap-Saint-Ignace",3,0,20,63,25,44,0,155,299
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 159","Cap-Saint-Ignace",1,0,14,55,35,43,1,149,285
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 160","Cap-Saint-Ignace",1,1,14,62,27,53,0,158,305
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 161","Cap-Saint-Ignace",0,1,14,47,24,47,4,137,284
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 162","Cap-Saint-Ignace",5,0,14,43,32,50,0,144,305
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 163","Saint-Cyrille-de-Lessard",9,2,24,57,24,37,6,159,297
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 164","Saint-Cyrille-de-Lessard",5,0,20,56,22,40,1,144,295
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 165","Saint-Marcel",2,1,9,83,60,69,1,225,364
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 166","Sainte-Félicité",4,0,25,58,26,43,1,157,316
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 167","Saint-Pamphile",3,1,10,46,40,46,2,148,358
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 168","Saint-Pamphile",4,0,25,59,46,33,5,172,401
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 169","Saint-Pamphile",1,6,20,63,35,45,3,173,395
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 170","Saint-Pamphile",0,0,17,36,22,43,2,120,284
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 171","Saint-Pamphile",0,0,12,41,27,36,2,118,290
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 172","Saint-Pamphile",2,1,10,40,20,40,1,114,274
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 173","Saint-Adalbert",3,0,16,35,9,36,1,100,215
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 174","Saint-Adalbert",3,0,13,66,7,42,0,131,232
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 175","Sainte-Apolline-de-Patton",3,1,12,42,26,19,1,104,224
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 176","Sainte-Apolline-de-Patton",1,2,12,37,26,20,2,100,223
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 177","Notre-Dame-du-Rosaire",2,2,14,88,25,63,2,196,325
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 178","Montmagny",5,1,19,96,39,64,3,227,459
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 179","Montmagny",6,0,21,66,39,85,3,220,418
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 180","Montmagny",3,0,15,81,31,70,2,202,420
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 181","Montmagny",3,0,23,104,35,89,1,255,478
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 182","Montmagny",4,0,16,64,43,65,2,194,425
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 183","Montmagny",5,0,27,52,40,85,4,213,458
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 184","Montmagny",1,0,13,65,43,65,3,190,406
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 185","Montmagny",2,0,16,77,32,69,2,198,416
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 186","Montmagny",3,5,12,86,41,40,2,189,423
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 187","Montmagny",4,0,10,42,23,43,1,123,411
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 188","Montmagny",2,0,17,59,36,66,3,183,405
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 189","Montmagny",3,0,12,55,27,50,1,148,354
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 190","Montmagny",2,0,11,48,15,73,2,151,355
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 191","Montmagny",0,1,15,72,28,66,1,183,373
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 192","Montmagny",3,2,26,36,29,33,1,130,324
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 193","Montmagny",2,1,20,29,27,62,1,142,390
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 194","Montmagny",2,1,20,53,33,71,1,181,438
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 195","Montmagny",4,0,28,64,30,52,4,182,414
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 196","Montmagny",1,1,16,60,34,59,4,175,426
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 197","Montmagny",4,0,17,69,29,65,2,186,415
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 198","Montmagny",0,0,14,64,32,54,1,165,287
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 199","Montmagny",5,0,16,55,30,54,1,161,295
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 200","Montmagny",0,2,12,81,42,69,3,209,401
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 201","Berthier-sur-Mer",3,3,17,71,30,51,0,175,273
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 202","Berthier-sur-Mer",3,3,21,85,32,63,4,211,367
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 203","Berthier-sur-Mer",4,0,29,71,29,44,2,179,320
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 204","Berthier-sur-Mer",1,0,18,95,37,53,2,206,314
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 205","Saint-Pierre-de-la-Rivière-du-Sud",1,1,14,71,35,55,5,182,334
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 206","Saint-Pierre-de-la-Rivière-du-Sud",5,1,20,81,37,44,6,194,340
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 207","Saint-François-de-la-Rivière-du-Sud",5,4,16,66,12,28,4,135,242
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 208","Saint-François-de-la-Rivière-du-Sud",3,2,19,81,27,76,8,216,379
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 209","Saint-François-de-la-Rivière-du-Sud",3,1,24,81,33,48,3,193,338
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 210","Saint-François-de-la-Rivière-du-Sud",6,0,21,56,27,27,1,138,242
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 211","Sainte-Euphémie",1,0,20,55,35,44,0,155,273
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 212","Saint-Paul-de-Montminy",1,0,19,56,22,45,1,144,314
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 213","Saint-Paul-de-Montminy",6,3,14,53,33,64,1,174,351
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 214","Saint-Fabien-de-Panet",2,2,20,73,26,38,4,165,359
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 215","Saint-Fabien-de-Panet",2,4,31,65,34,62,2,200,397
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 216","Sainte-Lucie",2,0,13,50,14,44,1,124,247
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 217","Lac-Frontière",2,0,20,30,10,27,2,91,151
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 218","Saint-Just-de-Bretenières",4,1,32,47,25,41,3,153,285
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 219","Saint-Just-de-Bretenières",2,2,17,57,18,53,5,154,289
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 220","Rivière-du-Loup",4,1,53,43,58,60,3,222,453
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 221","Rivière-du-Loup",4,0,31,30,35,43,5,148,306
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 222","Rivière-du-Loup",6,0,41,23,32,36,3,141,292
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 223","Rivière-du-Loup",5,5,44,43,39,66,4,206,505
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 224","Rivière-du-Loup",2,2,51,42,47,53,3,200,372
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 400","Montmagny",2,0,6,18,16,71,2,115,187
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 501","Mobile poll/Bureau itinérant",0,1,8,6,2,11,0,28,82
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 502","Mobile poll/Bureau itinérant",7,1,9,29,11,53,5,115,143
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 503","Mobile poll/Bureau itinérant",3,0,4,12,7,45,1,72,199
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 504","Mobile poll/Bureau itinérant",5,0,12,18,14,42,3,94,151
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 505","Mobile poll/Bureau itinérant",2,1,18,53,25,79,2,180,232
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 506","Mobile poll/Bureau itinérant",0,0,4,12,7,23,0,46,118
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 507","Mobile poll/Bureau itinérant",0,0,0,3,0,6,1,10,49
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 508","Mobile poll/Bureau itinérant",2,0,7,24,13,46,1,93,172
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 509","Mobile poll/Bureau itinérant",1,1,5,11,8,24,2,52,90
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 510","Mobile poll/Bureau itinérant",1,1,2,13,6,28,1,52,121
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 511","Mobile poll/Bureau itinérant",0,0,2,4,3,7,1,17,38
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 512","Mobile poll/Bureau itinérant",1,0,9,20,9,25,0,64,160
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 513","Mobile poll/Bureau itinérant",1,1,3,16,15,23,0,59,107
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 514","Mobile poll/Bureau itinérant",0,0,2,3,7,6,1,19,47
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 600","Saint-Hubert-de-Rivière-du-Loup",2,1,62,118,123,66,5,377,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 601","Saint-Épiphane",2,0,19,42,39,24,4,130,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 602","Saint-Modeste",5,2,20,60,57,42,2,188,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 603","Rivière-du-Loup",8,2,119,229,214,169,10,751,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 604","Rivière-du-Loup",9,6,172,217,156,145,15,720,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 605","Rivière-du-Loup",10,3,112,160,155,166,7,613,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 606","Rivière-du-Loup",8,5,118,248,167,215,10,771,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 607","Saint-Antonin",6,3,109,146,133,106,10,513,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 608","Saint-Alexandre-de-Kamouraska",6,2,47,113,118,89,5,380,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 609","Saint-Pascal",5,0,82,152,159,129,6,533,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 610","Mont-Carmel",0,2,34,68,67,43,3,217,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 611","Riviere-de-Loup",2,3,45,99,123,50,3,325,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 612","La Pocatière",6,0,71,209,218,164,5,673,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 613","Sainte-Anne-de-la-Pocatière",8,3,61,125,135,69,7,408,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 614","Riviere-des-Loup",11,1,84,232,199,125,2,654,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 615","L'Islet",9,2,69,158,123,119,9,489,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 616","Sainte-Perpétue",3,1,33,105,61,36,9,248,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 617","Saint-Omer",3,4,26,128,54,51,2,268,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 618","Saint-Antoine-de-l'Isle-aux-Grues",7,1,84,326,167,203,6,794,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 619","Cap-Saint-Ignace",5,2,34,107,84,92,7,331,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 620","Montmagny",10,2,60,287,147,218,18,742,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 621","Berthier-sur-Mer",5,0,33,133,65,74,3,313,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 622","Notre-Dame-du-Rosaire",5,0,36,97,36,45,8,227,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,"Group 1/Groupe 1",8,0,6,40,21,53,5,133,75
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,"Group 2/Groupe 2",24,2,109,197,255,198,12,797,
