Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Matthew Greenwood,Cathy McLeod,Steve Powrie,Bill Sundhu,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 204","Pritchard ",14,106,64,42,0,226,402
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 205","Pritchard ",12,80,37,29,0,158,266
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 206","Kamloops ",8,135,91,52,0,286,456
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 207","Kamloops ",4,99,45,35,0,183,262
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 208","Kamloops ",17,90,120,76,2,305,504
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 209","Kamloops ",9,112,93,69,0,283,457
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 210","Kamloops ",6,107,81,65,1,260,424
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 211","Kamloops",7,86,65,44,0,202,313
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 212","Kamloops ",3,69,59,43,0,174,277
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 213A","Thompson-Nicola L",9,163,67,42,0,281,431
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 213B","Kamloops",Merged with No./Fusionné avec le n°211,,,,,,30
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 214","Lac Le Jeune",4,118,78,42,2,244,382
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 215","Lac Le Jeune",5,121,56,41,3,226,385
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 216","Monte Lake",19,143,55,58,0,275,453
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 217","Kamloops ",5,64,47,71,0,187,389
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 218","Kamloops ",12,72,71,84,1,240,455
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 219","Kamloops ",4,47,36,62,2,151,402
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 220","Kamloops ",10,37,48,64,0,159,410
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 221","Kamloops ",13,28,74,61,1,177,357
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 222","Kamloops ",5,45,87,94,0,231,431
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 223","Kamloops ",8,34,44,49,0,135,370
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 224","Kamloops ",4,54,72,120,0,250,508
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 225","Kamloops ",5,52,46,58,0,161,431
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 226","Kamloops ",3,38,56,87,1,185,428
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 227","Kamloops ",12,37,64,75,0,188,440
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 228","Kamloops ",17,37,62,70,0,186,414
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 229","Kamloops ",9,30,50,81,2,172,451
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 230","Kamloops ",7,33,35,59,1,135,312
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 231","Kamloops ",4,33,33,64,2,136,326
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 232","Kamloops ",4,41,81,82,0,208,423
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 233","Kamloops ",2,39,72,90,0,203,425
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 234","Kamloops ",7,55,50,66,0,178,386
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 235","Kamloops ",9,74,64,85,0,232,465
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 236","Kamloops ",4,50,64,75,4,197,349
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 237","Kamloops ",5,58,64,81,2,210,381
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 238","Kamloops ",8,39,59,76,1,183,395
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 239A","Little Fort",12,6,32,58,0,108,156
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 239B","Little Fort",11,68,35,47,0,161,217
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 400","Kamloops ",2,14,7,9,0,32,64
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 401","Kamloops",Void/Supprimé,,,,,,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 402","Kamloops ",3,47,42,14,0,106,132
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 403","Kamloops",9,41,23,17,2,92,135
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 404","Kamloops ",3,31,11,19,1,65,79
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 405","Kamloops",Void/Supprimé,,,,,,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 406","Kamloops",3,19,14,28,1,65,96
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 500","Mobile poll/Bureau itinérant",4,21,17,15,1,58,109
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 501","Mobile poll/Bureau itinérant",2,8,8,5,0,23,24
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 502","Mobile poll/Bureau itinérant",5,64,40,34,0,143,114
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 503","Mobile poll/Bureau itinérant",5,55,27,27,2,116,135
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 504","Mobile poll/Bureau itinérant",5,21,25,23,2,76,134
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 600","Blue River/Clearwater",34,282,109,231,0,656,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 601","Canim Lake",32,302,142,211,0,687,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 602","Lac la Hache ",23,275,91,153,0,542,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 603","Horse Lake",6,132,60,52,0,250,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 604","70 Mile House--Clinton",12,77,48,44,0,181,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 605","Barrière--McLure",34,278,103,145,0,560,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 606","Thompson-Nicola J",21,449,323,356,2,1151,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 607","Kamloops ",14,258,191,253,1,717,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 608","Thompson-Nicola P",12,151,91,113,1,368,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 609","Kamloops ",16,326,223,245,3,813,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 610","Kamloops ",18,311,191,223,1,744,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 611","Kamloops ",44,408,306,458,1,1217,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 612","Kamloops ",20,248,193,346,1,808,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 613","Kamloops ",36,303,234,489,1,1063,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 614","Kamloops ",30,313,241,456,1,1041,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 615","Kamloops ",20,359,318,426,2,1125,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 616","Kamloops ",14,256,183,151,1,605,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 617","Kamloops ",21,430,258,373,2,1084,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 618","Kamloops ",21,332,195,206,1,755,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 619","Kamloops ",7,165,59,65,0,296,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo",,"Group 1/Groupe 1",5,32,62,35,5,139,112
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo",,"Group 2/Groupe 2",112,1393,864,1559,35,3963,
