Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jacqueline Biollo,Fritz K. Bitz,Joy-Ann Hut,Mike Lake,Brayden Whitlock,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 197","Leduc",41,21,4,125,1,0,192,434
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 198","Leduc",47,24,8,148,3,0,230,507
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 199","Leduc",33,14,7,133,3,0,190,364
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 200","Leduc",34,19,2,130,5,0,190,411
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 201","Leduc",22,8,1,139,1,2,173,336
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 202","Leduc",28,12,5,160,1,1,207,405
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 203","Leduc",51,11,3,117,4,0,186,413
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 204","Leduc",56,22,7,190,2,0,277,537
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 205","Leduc",31,16,2,186,1,1,237,469
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 206A","Leduc",88,16,6,184,1,1,296,655
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 206B","Leduc",27,16,6,115,1,1,166,106
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 207A","Leduc",38,12,3,127,1,0,181,388
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 207B","Leduc",42,9,1,142,2,0,196,396
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 208","Leduc",57,22,8,193,0,0,280,576
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 209","Leduc",37,18,3,180,3,0,241,452
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 210","Leduc",51,14,7,214,2,3,291,531
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 211","Leduc",44,12,4,216,1,0,277,504
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 212","Leduc",36,15,2,183,2,0,238,430
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 500","Mobile poll/Bureau itinérant",17,9,3,65,0,0,94,99
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 501","Mobile poll/Bureau itinérant",9,8,4,112,3,3,139,94
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 502A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,77
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,8
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 503","Mobile poll/Bureau itinérant",18,17,7,130,1,0,173,125
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 504","Mobile poll/Bureau itinérant",13,9,2,50,2,0,76,108
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 505","Mobile poll/Bureau itinérant",4,1,1,23,0,0,29,35
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 506","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,102
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 600","Calmar",53,28,8,340,2,0,431,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 601","Devon",130,72,25,615,4,2,848,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 602","Leduc",178,85,22,375,1,0,661,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 603","Edmonton",302,150,9,530,4,0,995,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 604","Edmonton",177,71,10,351,3,2,614,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 605","Edmonton",288,135,12,354,1,4,794,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 606","Edmonton",342,170,14,515,19,8,1068,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 607","Edmonton",251,135,6,366,6,1,765,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 608","Beaumont--Leduc County",224,107,25,860,6,4,1226,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 609","Beaumont--Leduc County",210,98,20,753,3,1,1085,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 610","Strathcona-County--Leduc-County",65,26,12,365,0,0,468,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 611","Leduc",128,54,17,571,5,0,775,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 612","Leduc",134,70,20,600,5,1,830,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 613","Leduc",149,64,19,797,11,2,1042,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 614","Millet",76,48,19,685,4,1,833,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 615","Wetaskiwin",48,57,9,416,2,2,534,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 616","Wetaskiwin",98,106,13,519,6,3,745,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 617","Wetaskiwin",77,52,8,453,9,0,599,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 618","Pigeon Lake",45,24,13,395,3,0,480,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin"," 619","Breton",25,14,11,232,6,0,288,
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin",,"Group 1/Groupe 1",52,28,2,34,3,12,131,116
48021,"Edmonton--Wetaskiwin/Edmonton--Wetaskiwin",,"Group 2/Groupe 2",302,208,52,884,14,24,1484,
