Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carol-Lee Chapman,Pam Goldsmith-Jones,Robin Kehler,Larry Koopman,Ken Melamed,John Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 157","West Vancouver",0,87,0,4,7,102,0,200,383
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158","West Vancouver",1,108,0,5,6,106,0,226,420
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 159","West Vancouver",0,99,0,2,14,89,0,204,426
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 160","West Vancouver",0,113,0,10,10,97,0,230,432
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 161","West Vancouver",0,150,0,7,15,99,0,271,472
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 162","West Vancouver",0,107,0,2,9,95,1,214,432
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 163","West Vancouver",0,88,0,3,7,93,0,191,442
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 164","West Vancouver",0,113,0,4,14,77,0,208,411
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 165","West Vancouver",0,103,0,2,7,56,0,168,348
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 166","West Vancouver",0,108,0,1,12,78,0,199,390
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 167","West Vancouver",0,126,0,9,13,76,0,224,464
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 168","West Vancouver",0,90,0,14,15,48,0,167,404
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 169","West Vancouver",0,70,0,1,7,69,1,148,324
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 170","West Vancouver",0,77,0,9,7,94,0,187,448
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 171","West Vancouver",0,112,0,14,25,70,0,221,534
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 172","West Vancouver",2,92,0,8,17,45,0,164,362
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 173","West Vancouver",1,100,0,8,12,53,0,174,414
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 174","West Vancouver",0,93,0,9,6,56,0,164,393
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 175","West Vancouver",0,105,0,10,15,95,0,225,496
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 176","West Vancouver",0,102,0,9,15,110,0,236,495
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 177","West Vancouver",2,111,0,8,11,62,0,194,422
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 178","West Vancouver",0,98,0,9,9,55,1,172,448
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 179","West Vancouver",0,108,1,13,10,78,1,211,446
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 180","West Vancouver",0,85,1,6,7,82,0,181,471
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 181","West Vancouver",1,120,0,20,18,85,3,247,500
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 182","West Vancouver",0,113,0,8,12,84,2,219,379
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 183","West Vancouver",0,121,1,5,14,100,0,241,442
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 184","West Vancouver",1,96,0,15,21,85,1,219,430
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 185","West Vancouver",0,123,0,8,18,122,0,271,585
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 186","West Vancouver",0,112,0,9,18,67,0,206,408
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 187","West Vancouver",0,71,0,7,6,36,0,120,300
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 188","Park Royal",0,59,0,2,6,39,0,106,321
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 189","West Vancouver",0,103,1,13,5,94,0,216,456
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 190","West Vancouver",0,94,0,3,7,116,0,220,446
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 191","West Vancouver",0,106,0,9,20,131,0,266,492
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 192","West Vancouver",0,138,1,15,17,83,3,257,478
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 193","West Vancouver",0,76,0,5,9,68,0,158,413
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 194","West Vancouver",3,112,0,8,8,89,1,221,439
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 195A","Capilano 5",0,115,1,6,4,76,0,202,546
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 195B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,21
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 196","West Vancouver",0,90,0,7,6,78,0,181,394
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 197","West Vancouver",0,65,0,5,10,56,0,136,371
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 198","West Vancouver",0,92,0,6,9,61,0,168,396
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 199","West Vancouver",1,103,0,5,13,78,1,201,361
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 200","West Vancouver",0,78,1,5,4,81,0,169,398
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 201","Capilano 5",2,84,2,72,22,33,0,215,412
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 202","Capilano 5",1,108,1,86,4,13,0,213,434
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 203","Capilano 5",0,121,0,52,17,19,0,209,528
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 204","West Vancouver",0,127,1,8,11,81,0,228,429
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 205","West Vancouver",0,95,0,3,4,77,1,180,373
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 206","West Vancouver",0,132,0,12,15,113,1,273,562
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 207","West Vancouver",0,120,0,2,18,95,0,235,451
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 208","Gibsons",0,71,1,42,16,34,0,164,374
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209","Gibsons",0,140,1,58,40,40,2,281,489
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 210","Gibsons",0,93,1,19,16,7,1,137,284
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 211","Gibsons",1,110,1,25,24,24,1,186,387
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 212","Gibsons",1,101,0,32,36,13,1,184,432
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 213","Gibsons",0,148,2,52,19,54,0,275,531
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 214","Gibsons",0,92,0,17,17,45,0,171,334
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 215","Gibsons",0,136,1,50,30,38,1,256,458
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 216","Gibsons",0,139,0,36,14,49,0,238,443
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 400","West Vancouver",0,29,3,10,5,27,1,75,116
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 500","Mobile poll/Bureau itinérant",2,43,0,15,5,14,4,83,114
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 501","Mobile poll/Bureau itinérant",1,47,2,14,7,31,2,104,175
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 502","Mobile poll/Bureau itinérant",0,44,0,5,4,47,7,107,128
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 503","Mobile poll/Bureau itinérant",0,45,1,12,5,39,0,102,156
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 504","Mobile poll/Bureau itinérant",0,27,1,17,6,10,1,62,121
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 600","Squamish-Lillooet",1,444,2,78,101,91,0,717,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 601","Sechelt",1,176,1,60,52,167,1,458,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 602","Squamish",4,950,5,174,172,269,5,1579,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 603","Whistler",1,558,3,49,67,108,0,786,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 604","Whistler",1,633,1,51,101,162,1,950,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 605","Whistler",1,545,4,105,86,333,4,1078,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 606","Sechelt",5,479,3,190,90,220,2,989,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 607","Gibsons",0,345,0,95,51,106,0,597,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 608","Gibsons",2,673,6,239,122,281,1,1324,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 609","Squamish",2,676,6,179,154,168,2,1187,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 610","Lions Bay",0,646,2,36,93,471,3,1251,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 611","Bowen Island",0,611,2,33,97,109,2,854,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 612","West Vancouver",0,439,0,27,28,477,3,974,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 613","West Vancouver",3,567,1,46,90,625,3,1335,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 614","West Vancouver",1,334,1,21,25,371,1,754,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 615","West Vancouver",1,452,1,41,57,407,7,966,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 616","Capilano 5",0,112,0,30,18,136,1,297,
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,"Group 1/Groupe 1",0,101,2,24,5,17,2,151,165
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,"Group 2/Groupe 2",9,2563,8,526,385,1401,40,4932,
