Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Catherine Lusson,Patrick Melchior,Cindy Moynan,Patrick Paine,Denis Paradis,Charles Poulin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24016,"Brome--Missisquoi/Brome--Missisquoi"," 610","Dunham",179,73,9,1,274,76,5,617,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 611","Sutton",319,115,13,1,557,133,4,1142,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 612","Lac-Brome",130,65,17,0,371,119,6,708,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 613","Orford",124,89,10,1,156,41,1,422,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 614","Orford",210,137,12,1,319,95,9,783,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 615","Magog",268,214,15,1,420,184,15,1117,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 616","Magog",302,176,9,4,442,186,4,1123,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 617","Magog",154,168,14,6,275,124,11,752,
24016,"Brome--Missisquoi/Brome--Missisquoi"," 618","Magog",252,148,8,5,363,139,9,924,
24016,"Brome--Missisquoi/Brome--Missisquoi",,"Group 1/Groupe 1",19,6,5,0,41,39,5,115,67
24016,"Brome--Missisquoi/Brome--Missisquoi",,"Group 2/Groupe 2",396,161,43,2,517,136,26,1281,
