Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chris Albinati,Kimberley Love,David McLaren,Larry Miller,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 507","Mobile poll/Bureau itinérant",3,13,7,26,0,49,91
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 508","Mobile poll/Bureau itinérant",1,29,13,30,1,74,149
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 600","North Bruce Peninsula",7,110,31,106,1,255,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 601","Lion's Head",11,144,31,259,1,446,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 602","Wiarton",35,297,96,511,1,940,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 603","Sauble Beach",22,213,77,343,2,657,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 604","Tara",12,154,64,281,2,513,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 605","Owen Sound--Heritage Mall",16,178,53,289,2,538,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 606","Owen Sound",33,408,122,417,2,982,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 607","Owen Sound",15,305,106,349,2,777,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 608","Owen Sound",23,412,86,278,4,803,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 609","Owen Sound",17,161,49,210,1,438,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 610","Meaford",24,294,77,298,3,696,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 611","Meaford",14,270,38,255,1,578,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 612","Chatsworth",31,260,67,405,4,767,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 613","Chesley",23,201,71,265,2,562,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 614","Hanover",35,386,140,567,6,1134,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 615","Durham",41,299,94,532,3,969,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 616","Lauriston",35,290,81,407,3,816,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 617","Osprey",12,87,33,200,2,334,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 618","Flesherton",18,154,48,237,0,457,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 619","Dundalk",19,143,64,273,2,501,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 620","Ayton",18,111,50,136,2,317,
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound",,"Group 1/Groupe 1",6,52,15,55,5,133,75
35014,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound",,"Group 2/Groupe 2",64,801,321,937,18,2141,
