Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Joël Charest,Kédina Fleury-Samson,Jean-François Fortin,Rémi Massé,Éric Normand,André Savoie,Sherri Springle,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 173","Listuguj",52,1,1,71,0,2,3,1,131,330
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 174","Listuguj",78,0,0,90,0,1,2,0,171,453
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 175","Listuguj",54,1,0,63,0,2,1,0,121,313
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 176","Listuguj",62,0,0,116,2,3,3,0,186,425
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 177","Matapédia",25,16,6,100,1,22,1,3,174,280
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 178","Matapédia",21,19,4,98,0,7,2,0,151,276
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 179","Saint-Alexis-de-Matapédia",31,12,9,65,1,10,2,2,132,226
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 180","Saint-Alexis-de-Matapédia",26,20,3,56,0,6,4,2,117,199
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 500","Mobile poll/Bureau itinérant",0,0,7,13,0,2,1,2,25,39
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 501","Mobile poll/Bureau itinérant",5,6,6,39,0,2,1,0,59,94
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 502","Mobile poll/Bureau itinérant",4,4,6,20,0,1,1,0,36,115
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 503","Mobile poll/Bureau itinérant",3,5,8,15,1,2,0,1,35,76
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 504","Mobile poll/Bureau itinérant",10,3,3,35,2,6,0,0,59,70
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 505","Mobile poll/Bureau itinérant",1,8,3,21,0,9,1,1,44,64
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 506","Mobile poll/Bureau itinérant",8,10,3,49,1,7,0,0,78,151
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 507","Mobile poll/Bureau itinérant",3,1,1,24,0,3,1,0,33,43
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 508","Mobile poll/Bureau itinérant",8,4,4,21,0,3,0,2,42,165
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 509","Mobile poll/Bureau itinérant",4,4,6,12,1,2,3,0,32,32
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 510","Mobile poll/Bureau itinérant",8,14,7,63,0,3,0,1,96,113
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 511","Mobile poll/Bureau itinérant",5,6,5,26,1,1,1,2,47,138
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 512","Mobile poll/Bureau itinérant",7,8,10,40,0,5,0,5,75,94
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 513","Mobile poll/Bureau itinérant",5,6,4,24,0,1,1,1,42,106
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 514","Mobile poll/Bureau itinérant",6,12,9,26,1,5,0,0,59,98
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 515","Mobile poll/Bureau itinérant",2,0,5,4,0,2,0,1,14,33
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 600","Les Méchins",50,79,20,75,0,30,1,5,260,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 601","Matane",77,86,50,176,2,22,2,3,418,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 602","Matane",171,160,112,458,2,79,9,5,996,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 603","Matane",130,150,90,395,2,65,10,6,848,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 604","Saint-Ulric",48,79,51,141,1,16,3,2,341,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 605","Price",148,62,51,60,3,29,3,4,360,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 606","Mont-Joli",192,134,136,215,1,51,2,7,738,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 607","Sainte-Luce",123,94,45,112,1,46,3,2,426,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 608","Saint-Gabriel",69,71,37,64,1,17,2,2,263,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 609","Mont-Joli",164,88,115,182,1,39,3,8,600,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 610","Sayabec",96,107,63,168,3,31,1,1,470,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 611","Amqui",133,156,75,253,1,63,5,7,693,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 612","Causapscal",127,144,73,176,1,60,6,10,597,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 613","Amqui",113,95,57,159,1,43,3,4,475,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 614","Pointe-à-la-Croix",17,19,2,31,0,5,0,0,74,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 615","Pointe-à-la-Croix",119,31,4,201,2,30,10,12,409,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 616","Rivière-Nouvelle",108,58,3,130,2,41,5,11,358,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 617","Carleton-sur-Mer",213,119,16,213,4,49,5,5,624,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 618","Maria",107,58,6,95,1,26,4,2,299,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia",,"Group 1/Groupe 1",5,14,2,43,0,24,3,7,98,62
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia",,"Group 2/Groupe 2",256,240,116,415,2,72,13,18,1132,
