Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Max Boudreau,Diane Lebouthillier,Jim Morrison,Jean-Pierre Pigeon,Nicolas Roussy,Philip Toone,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 167","Fatima",0,78,2,7,38,103,2,230,406
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 168","Fatima",3,98,0,4,40,56,5,206,355
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 169","Fatima",1,110,0,3,55,87,7,263,487
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 170","Fatima",0,82,1,8,30,73,7,201,350
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 171","Fatima",2,86,2,5,34,63,1,193,308
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 172","Cap-aux-Meules",1,98,0,5,33,49,2,188,372
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 173","Cap-aux-Meules",2,93,1,4,27,57,4,188,342
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 174","Cap-aux-Meules",1,110,2,7,26,73,2,221,387
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 175","Cap-aux-Meules",0,89,1,7,27,54,3,181,332
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 176","L'Étang-du-Nord",5,116,1,11,37,123,4,297,520
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 177","L'Étang-du-Nord",0,79,2,5,41,80,3,210,345
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 178","L'Étang-du-Nord",1,58,2,3,32,78,0,174,286
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 179","L'Étang-du-Nord",4,74,2,5,41,73,0,199,338
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 180","L'Étang-du-Nord",0,61,1,1,32,55,4,154,272
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 181","L'Étang-du-Nord",3,41,0,0,19,67,3,133,271
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 182","L'Étang-du-Nord",2,89,0,6,42,68,5,212,413
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 183","L'Étang-du-Nord",1,52,1,6,22,47,2,131,256
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 184","Havre-Aubert",0,81,1,2,26,45,0,155,243
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 185","Havre-Aubert",1,42,1,1,15,41,0,101,175
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 186","Havre-Aubert",1,70,3,4,40,59,0,177,302
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 187","L'Île-d'Entrée",0,33,1,9,1,14,0,58,91
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 188","Bassin",0,57,0,5,22,52,3,139,255
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 189","Bassin",1,79,1,1,26,66,1,175,301
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 190","Bassin",4,62,3,1,45,63,3,181,303
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 500","Mobile poll/Bureau itinérant",0,23,3,4,6,6,2,44,107
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 501","Mobile poll/Bureau itinérant",0,20,1,4,6,1,2,34,98
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 502","Mobile poll/Bureau itinérant",2,38,0,10,8,6,0,64,144
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 503","Mobile poll/Bureau itinérant",5,19,2,5,7,8,0,46,68
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 600","Cap-Chat",5,176,5,57,134,122,7,506,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 601","Marsoui",11,389,14,128,238,284,12,1076,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 602","Sainte-Madeleine-de-la-Rivière-Madeleine",0,84,0,18,71,66,0,239,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 603","Murdochville",0,91,1,37,55,60,3,247,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 604","Gaspé",7,133,7,49,185,336,7,724,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 605","Gaspé",2,195,8,53,124,289,2,673,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 606","Gaspé",0,119,0,30,67,190,0,406,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 607","Sainte-Thérèse-de-Gaspé",4,175,6,28,98,180,3,494,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 608","Saint-François-de-Pabos",4,277,9,32,184,333,11,850,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 609","Newport",4,329,4,79,205,215,8,844,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 610","Port-Daniel-Ouest",2,170,1,35,155,138,1,502,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 611","New Carlisle",7,246,5,74,207,200,9,748,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 612","Saint-Elzéar",5,204,4,41,72,297,2,625,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 613","Cascapédia--Saint-Jules",3,299,9,117,94,478,11,1011,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 614","Les Îles-de-la-Madeleine",3,142,0,31,75,126,3,380,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 615","Les Îles-de-la-Madeleine",0,125,3,12,62,104,2,308,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 616","Les Îles-de-la-Madeleine",0,62,3,4,40,90,3,202,
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine",,"Group 1/Groupe 1",1,57,1,23,18,21,4,125,77
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine",,"Group 2/Groupe 2",15,760,18,161,509,910,33,2406,
