Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claude Chalhoub,Karine Desjardins,Matthew Dubé,Yves Lessard,Michael Maher,Fodé Kerfalla Yansané,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24011,"Beloeil--Chambly/Beloeil--Chambly"," 221","Chambly",6,47,33,47,0,12,4,149,342
24011,"Beloeil--Chambly/Beloeil--Chambly"," 400","Mont-Saint-Hilaire",12,72,35,27,1,0,0,147,237
24011,"Beloeil--Chambly/Beloeil--Chambly"," 401","McMasterville",9,79,30,26,1,1,4,150,229
24011,"Beloeil--Chambly/Beloeil--Chambly"," 500A","Mobile poll/Bureau itinérant",13,65,20,25,1,1,4,129,64
24011,"Beloeil--Chambly/Beloeil--Chambly"," 500B","Mont-Saint-Hilaire",Merged with No./Fusionné avec le n°24,,,,,,,,9
24011,"Beloeil--Chambly/Beloeil--Chambly"," 501A","Mobile poll/Bureau itinérant",16,53,23,20,5,2,7,126,26
24011,"Beloeil--Chambly/Beloeil--Chambly"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,12
24011,"Beloeil--Chambly/Beloeil--Chambly"," 501C","Carignan",Merged with No./Fusionné avec le n°179,,,,,,,,21
24011,"Beloeil--Chambly/Beloeil--Chambly"," 502","Mobile poll/Bureau itinérant",8,25,5,7,2,1,3,51,89
24011,"Beloeil--Chambly/Beloeil--Chambly"," 503A","Mobile poll/Bureau itinérant",5,32,9,10,0,3,2,61,177
24011,"Beloeil--Chambly/Beloeil--Chambly"," 503B","Richelieu",Merged with No./Fusionné avec le n°157,,,,,,,,35
24011,"Beloeil--Chambly/Beloeil--Chambly"," 504A","Richelieu",Merged with No./Fusionné avec le n°151,,,,,,,,12
24011,"Beloeil--Chambly/Beloeil--Chambly"," 504B","Richelieu",Merged with No./Fusionné avec le n°149,,,,,,,,106
24011,"Beloeil--Chambly/Beloeil--Chambly"," 505","Mobile poll/Bureau itinérant",8,52,11,18,0,1,1,91,166
24011,"Beloeil--Chambly/Beloeil--Chambly"," 600","Beloeil",104,220,329,261,1,9,11,935,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 601","Mont-Saint-Hilaire",112,392,402,287,3,15,9,1220,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 602","Mont-Saint-Hilaire",107,321,390,224,6,24,11,1083,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 603","Beloeil",100,298,413,313,2,22,24,1172,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 604A","Beloeil",63,158,301,181,2,11,9,725,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 604B","Beloeil",59,209,291,178,1,11,15,764,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 605","Otterburn Park",75,235,279,161,4,11,10,775,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 606","Mont-Saint-Hilaire",114,311,345,244,4,14,11,1043,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 607","St. Jean Baptiste",50,67,112,100,1,8,10,348,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 608","Saint-Mathias-sur-Richelieu",92,175,190,178,1,9,8,653,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 609","Marieville",130,234,342,250,5,17,15,993,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 610","Marieville",65,126,195,151,1,5,7,550,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 611","Carignan",88,219,311,197,3,15,15,848,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 612","Chambly",105,235,274,243,3,15,17,892,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 613","Chambly",104,315,314,248,3,17,11,1012,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 614","Chambly",149,341,492,314,10,32,15,1353,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 615","Carignan",178,268,285,257,1,12,9,1010,
24011,"Beloeil--Chambly/Beloeil--Chambly"," 616","Chambly",102,319,406,259,2,23,16,1127,
24011,"Beloeil--Chambly/Beloeil--Chambly",,"Group 1/Groupe 1",63,59,22,8,0,2,8,162,83
24011,"Beloeil--Chambly/Beloeil--Chambly",,"Group 2/Groupe 2",157,346,616,335,9,41,47,1551,
