Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Russ Christianson,Adam Moulton,Kim Rudd,Patricia Sinnott,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 236","Clarington",17,48,41,7,1,114,220
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 237","Clarington",19,37,49,3,1,109,213
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 238","Clarington",15,72,62,5,0,154,291
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 239","Clarington",28,60,70,9,1,168,312
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 240","Clarington",43,82,72,10,0,207,353
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 241","Clarington",31,66,65,5,0,167,288
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 242","Clarington",34,98,68,6,3,209,365
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 400","Trent Hills",7,36,13,2,0,58,68
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 401","Cobourg",11,25,20,3,1,60,97
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 500","Mobile poll/Bureau itinérant",6,26,27,0,1,60,33
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 501","Mobile poll/Bureau itinérant",3,30,21,2,0,56,86
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 502","Mobile poll/Bureau itinérant",2,26,26,4,0,58,85
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 503","Mobile poll/Bureau itinérant",8,34,18,3,1,64,94
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 504","Mobile poll/Bureau itinérant",13,26,31,4,1,75,126
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 505","Mobile poll/Bureau itinérant",4,17,20,3,2,46,69
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 506","Mobile poll/Bureau itinérant",14,24,27,5,1,71,110
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 507","Mobile poll/Bureau itinérant",8,28,45,9,8,98,141
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 508","Mobile poll/Bureau itinérant",18,23,24,2,0,67,103
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 600","Otonabee-South Monaghan",35,152,105,14,0,306,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 601","Donwood",93,223,178,8,2,504,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 602","Asphodel--Norwood",66,193,182,3,2,446,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 603","Trent Hills",128,309,245,17,0,699,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 604","Trent Hills",121,313,272,10,3,719,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 605","Campbellford",101,234,324,22,2,683,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 606","Cramahe",54,216,240,21,2,533,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 607","Brighton",74,393,389,20,1,877,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 608","Brighton",125,397,565,22,4,1113,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 609","Centreton",97,244,330,29,6,706,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 610","Alderville 37",17,4,34,0,0,55,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 611","Centreton",78,244,229,21,2,574,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 612","Cobourg",79,219,273,17,0,588,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 613","Cobourg",44,293,313,14,5,669,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 614","Cobourg",104,451,603,27,1,1186,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 615","Cobourg",149,391,547,26,3,1116,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 616","Hamilton ",136,459,505,22,2,1124,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 617","Port Hope",85,196,287,15,1,584,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 618","Port Hope",104,213,380,27,1,725,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 619","Port Hope",62,219,272,15,1,569,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 620","Port Hope",45,198,229,16,0,488,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 621","Newcastle East",71,227,158,13,3,472,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 622","Clarington",95,366,339,18,4,822,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud"," 623","Newcastle West",90,323,217,18,4,652,
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud",,"Group 1/Groupe 1",19,81,75,14,3,192,85
35071,"Northumberland--Peterborough South/Northumberland--Peterborough-Sud",,"Group 2/Groupe 2",267,596,762,43,29,1697,
