Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lise Durand,Michel Filion,Réjean Léveillé,Ugo Ménard,Brigitte Sansoucy,René Vincelette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 189","Saint-Pie",7,55,43,1,89,76,8,279,429
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 190","Saint-Pie",11,62,38,1,77,78,8,275,450
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 191","Saint-Pie",5,68,27,1,71,60,2,234,409
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 192","Saint-Pie",4,63,33,2,57,60,0,219,414
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 193","Saint-Pie",2,51,33,1,76,78,8,249,420
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 194","Saint-Damase",4,43,36,1,43,60,4,191,336
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 195","Saint-Damase",2,38,26,0,36,59,8,169,268
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 196","Saint-Damase",6,27,14,1,35,59,2,144,245
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 197","Saint-Damase",5,60,37,0,60,73,4,239,356
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 198A","Saint-Damase",3,51,27,0,71,63,1,216,374
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 198B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,30
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 199","Saint-Damase",1,48,29,0,55,46,5,184,345
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 200","Sainte-Marie-Madeleine",3,43,34,0,78,55,0,213,381
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 201","Sainte-Marie-Madeleine",1,19,9,1,16,7,1,54,94
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 202","Sainte-Madeleine",4,40,35,0,52,49,3,183,270
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 203","Sainte-Marie-Madeleine",8,53,34,0,52,38,9,194,326
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 204","Sainte-Marie-Madeleine",2,81,34,1,68,73,7,266,393
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 205","Sainte-Madeleine",4,46,29,3,54,38,4,178,300
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 206","Sainte-Madeleine",1,67,28,1,69,50,3,219,340
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 207","Sainte-Madeleine",1,59,25,1,51,42,5,184,285
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 208","Sainte-Marie-Madeleine",8,78,26,2,47,42,2,205,320
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 209","Sainte-Marie-Madeleine",4,61,22,0,40,47,4,178,320
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 210","Sainte-Marie-Madeleine",3,59,25,2,48,61,9,207,354
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 211","Sainte-Marie-Madeleine",3,55,7,0,39,66,1,171,294
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 212","Sainte-Marie-Madeleine",7,55,27,0,55,51,3,198,289
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 213A","Saint-Hyacinthe",3,23,47,0,28,80,2,183,252
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 213B","Saint-Hyacinthe",4,31,41,2,32,84,1,195,265
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 400","Saint-Hyacinthe",3,21,11,6,11,29,9,90,396
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 401","Saint-Hyacinthe",2,21,35,2,25,76,6,167,162
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 402","Saint-Hyacinthe",3,10,33,1,34,70,2,153,200
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 500","Mobile poll/Bureau itinérant",1,12,18,4,9,41,8,93,135
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 501","Mobile poll/Bureau itinérant",3,15,23,0,6,29,0,76,149
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 502","Mobile poll/Bureau itinérant",3,6,21,0,6,37,1,74,154
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 503","Mobile poll/Bureau itinérant",3,5,17,0,23,89,0,137,168
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 504","Mobile poll/Bureau itinérant",1,6,21,1,13,31,3,76,136
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 505","Mobile poll/Bureau itinérant",0,4,10,1,9,22,3,49,100
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 506","Mobile poll/Bureau itinérant",1,16,25,0,10,36,2,90,93
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 507","Mobile poll/Bureau itinérant",3,18,14,1,15,22,3,76,133
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 600","Saint-Hugues",4,102,60,0,91,66,0,323,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 601","Saint-Théodore-d'Acton--Sainte-Hélène-de-Bagot",6,39,68,0,61,44,2,220,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 602","Acton Vale",12,86,74,1,125,91,0,389,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 603","Saint-Valérien-de-Milton--Roxton Falls",4,60,95,2,104,90,5,360,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 604","Acton Vale",20,106,130,3,167,131,14,571,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 605","Saint-Liboire--Upton",7,92,76,0,103,67,7,352,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 606","Saint-Simon",18,198,165,3,260,202,17,863,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 607","La Présentation",7,157,186,2,250,134,12,748,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 608","Saint-Hyacinthe",16,191,242,5,321,263,21,1059,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 609","Saint-Hyacinthe",17,150,109,4,188,166,12,646,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 610","Saint-Hyacinthe",17,199,174,5,292,221,14,922,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 611","Saint-Hyacinthe",15,136,158,2,213,180,11,715,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 612","Saint-Hyacinthe",12,158,153,5,240,173,22,763,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 613","Saint-Hyacinthe",20,202,236,10,397,305,17,1187,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 614","Sainte-Madeleine--Saint-Damase",14,78,52,4,183,88,6,425,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot"," 615","Saint-Pie",7,119,112,0,170,114,14,536,
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot",,"Group 1/Groupe 1",3,15,25,1,16,47,5,112,90
24066,"Saint-Hyacinthe--Bagot/Saint-Hyacinthe--Bagot",,"Group 2/Groupe 2",12,212,161,3,343,228,20,979,
