Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Maloney,Janice Murray,Angela Salewsky,Phil Trotter,Bernard Trottier,Liz White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 413","Etobicoke",129,2,0,27,72,0,1,231,323
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 414","Etobicoke",132,1,8,16,89,0,2,248,355
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 415","Etobicoke",Merged with No./Fusionné avec le n°23,,,,,,,,160
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 416","Etobicoke",Merged with No./Fusionné avec le n°411,,,,,,,,259
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 417","Etobicoke",Merged with No./Fusionné avec le n°418,,,,,,,,165
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 418","Etobicoke",181,1,6,47,112,0,0,347,167
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 419","Etobicoke",Merged with No./Fusionné avec le n°418,,,,,,,,188
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 420","Etobicoke",91,0,0,25,63,1,0,180,196
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 421","Etobicoke",Merged with No./Fusionné avec le n°420,,,,,,,,177
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 422","Etobicoke",153,0,6,35,55,1,0,250,258
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 423","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,167
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 424","Etobicoke",167,0,4,40,60,2,1,274,278
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 425","Etobicoke",154,1,1,25,66,0,0,247,364
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 426","Etobicoke",151,1,1,33,65,2,1,254,448
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 427","Etobicoke",169,1,3,30,67,0,1,271,445
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 428","Etobicoke",162,0,4,31,67,2,0,266,460
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 429","Etobicoke",140,0,8,38,80,0,0,266,396
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 430","Etobicoke",Merged with No./Fusionné avec le n°36,,,,,,,,139
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 431","Etobicoke",132,0,6,42,63,0,3,246,202
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 432","Etobicoke",131,0,11,34,39,0,1,216,371
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 433","Etobicoke",Merged with No./Fusionné avec le n°85,,,,,,,,173
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 434","Etobicoke",Merged with No./Fusionné avec le n°92B,,,,,,,,142
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 435","Etobicoke",Merged with No./Fusionné avec le n°89B,,,,,,,,0
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 436","Etobicoke",135,1,3,26,70,1,2,238,357
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 437","Etobicoke",146,2,4,8,69,0,0,229,339
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 438","Etobicoke",Merged with No./Fusionné avec le n°439,,,,,,,,244
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 439","Etobicoke",220,0,8,41,100,1,0,370,399
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 440A","Etobicoke",114,0,0,7,83,0,2,206,330
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 440B","Etobicoke",112,1,4,9,92,1,1,220,341
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 441A","Etobicoke",120,0,4,17,119,1,0,261,407
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 441B","Etobicoke",122,1,4,8,75,0,0,210,353
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 442","Etobicoke",149,0,3,17,73,1,0,243,426
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 443","Etobicoke",138,0,4,20,74,1,0,237,387
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 444","Etobicoke",143,1,1,12,80,0,0,237,377
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 445","Etobicoke",Merged with No./Fusionné avec le n°446,,,,,,,,123
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 446","Etobicoke",115,2,4,13,70,0,0,204,136
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 447","Etobicoke",Merged with No./Fusionné avec le n°446,,,,,,,,72
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 448","Etobicoke",104,0,4,13,85,0,0,206,313
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 449","Etobicoke",159,1,6,26,130,4,1,327,381
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 450","Etobicoke",Merged with No./Fusionné avec le n°122,,,,,,,,148
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 451","Etobicoke",Merged with No./Fusionné avec le n°123A,,,,,,,,205
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 452","Etobicoke",117,1,2,23,76,1,1,221,364
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 453","Etobicoke",133,0,3,20,65,0,2,223,371
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 454","Etobicoke",161,3,10,25,54,0,1,254,383
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 500A","Mobile poll/Bureau itinérant",67,1,0,8,105,0,3,184,117
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 500B","Etobicoke",Merged with No./Fusionné avec le n°170,,,,,,,,17
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 501A","Mobile poll/Bureau itinérant",43,0,0,8,27,2,1,81,131
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 501B","Etobicoke",Merged with No./Fusionné avec le n°166,,,,,,,,9
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 502A","Mobile poll/Bureau itinérant",91,1,6,28,90,1,6,223,41
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 502B","Etobicoke",Merged with No./Fusionné avec le n°155,,,,,,,,8
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 600","Etobicoke",433,3,20,100,252,0,25,833,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 601","Etobicoke",591,2,20,60,419,2,4,1098,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 602","Etobicoke",859,0,30,94,651,2,6,1642,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 603","Etobicoke",501,0,19,117,347,2,5,991,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 604","Etobicoke",506,1,29,98,342,1,3,980,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 605","Etobicoke",674,0,18,113,407,1,2,1215,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 606","Etobicoke",383,0,12,77,268,2,1,743,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 607","Etobicoke",466,0,14,112,379,3,4,978,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 608","Etobicoke",439,3,8,91,273,0,5,819,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 609","Etobicoke",487,4,17,89,204,5,2,808,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 610","Etobicoke",399,1,13,48,244,0,0,705,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 611","Etobicoke",537,3,36,139,272,5,1,993,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 612","Etobicoke",560,4,17,140,216,4,2,943,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 613","Etobicoke",571,1,26,112,291,8,1,1010,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore",,"Group 1/Groupe 1",93,0,3,12,23,0,3,134,120
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore",,"Group 2/Groupe 2",837,3,43,217,437,8,17,1562,
