Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claude DeBellefeuille,Albert De Martin,Patricia Domingos,Sylvain Larocque,Anne Minh-Thu Quach,Robert Sauvé,Nicola-Silverado Socrates,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24071,"Salaberry--Suroît/Salaberry--Suroît"," 218","Saint-Anicet",24,16,3,0,34,51,1,2,131,320
24071,"Salaberry--Suroît/Salaberry--Suroît"," 219","Saint-Anicet",48,9,1,0,67,39,1,2,167,372
24071,"Salaberry--Suroît/Salaberry--Suroît"," 220","Saint-Anicet",47,18,0,0,39,47,4,1,156,370
24071,"Salaberry--Suroît/Salaberry--Suroît"," 221","Cazaville",31,16,0,0,30,31,0,5,113,293
24071,"Salaberry--Suroît/Salaberry--Suroît"," 222","Cazaville",27,9,1,1,37,45,2,5,127,276
24071,"Salaberry--Suroît/Salaberry--Suroît"," 223","Cazaville",35,16,0,0,21,36,2,2,112,247
24071,"Salaberry--Suroît/Salaberry--Suroît"," 224","Dundee",38,22,0,0,54,63,0,1,178,321
24071,"Salaberry--Suroît/Salaberry--Suroît"," 225","Akwesasne (Partie)",0,0,0,0,4,5,1,0,10,1185
24071,"Salaberry--Suroît/Salaberry--Suroît"," 226","Huntingdon",9,15,0,1,25,48,3,0,101,272
24071,"Salaberry--Suroît/Salaberry--Suroît"," 227","Huntingdon",10,9,0,1,37,45,0,2,104,312
24071,"Salaberry--Suroît/Salaberry--Suroît"," 228","Huntingdon",22,26,0,0,43,83,1,0,175,422
24071,"Salaberry--Suroît/Salaberry--Suroît"," 229","Huntingdon",15,16,2,0,37,53,1,5,129,371
24071,"Salaberry--Suroît/Salaberry--Suroît"," 230","Huntingdon",8,16,0,1,42,49,0,0,116,284
24071,"Salaberry--Suroît/Salaberry--Suroît"," 231","Hinchinbrooke",10,18,1,0,24,67,3,0,123,507
24071,"Salaberry--Suroît/Salaberry--Suroît"," 232","Hinchinbrooke",18,20,0,0,43,98,3,0,182,444
24071,"Salaberry--Suroît/Salaberry--Suroît"," 233","Hinchinbrooke",14,25,0,0,62,113,2,1,217,366
24071,"Salaberry--Suroît/Salaberry--Suroît"," 234","Hinchinbrooke",19,10,0,1,29,54,1,2,116,391
24071,"Salaberry--Suroît/Salaberry--Suroît"," 235","Hinchinbrooke",33,17,0,2,36,57,2,2,149,366
24071,"Salaberry--Suroît/Salaberry--Suroît"," 236","Elgin",19,37,0,0,74,77,2,1,210,317
24071,"Salaberry--Suroît/Salaberry--Suroît"," 400","Salaberry-de-Valleyfield",4,2,1,0,4,12,1,0,24,152
24071,"Salaberry--Suroît/Salaberry--Suroît"," 401","Salaberry-de-Valleyfield",21,10,1,0,16,42,1,3,94,159
24071,"Salaberry--Suroît/Salaberry--Suroît"," 402","Salaberry-de-Valleyfield",29,12,0,0,22,87,0,0,150,185
24071,"Salaberry--Suroît/Salaberry--Suroît"," 500","Mobile poll/Bureau itinérant",14,5,2,2,5,14,1,1,44,121
24071,"Salaberry--Suroît/Salaberry--Suroît"," 501","Mobile poll/Bureau itinérant",13,5,1,0,14,46,0,6,85,218
24071,"Salaberry--Suroît/Salaberry--Suroît"," 502","Mobile poll/Bureau itinérant",17,7,0,2,5,39,1,3,74,136
24071,"Salaberry--Suroît/Salaberry--Suroît"," 503","Mobile poll/Bureau itinérant",17,9,1,1,13,42,0,7,90,123
24071,"Salaberry--Suroît/Salaberry--Suroît"," 504","Mobile poll/Bureau itinérant",5,4,2,0,11,30,2,2,56,106
24071,"Salaberry--Suroît/Salaberry--Suroît"," 505","Mobile poll/Bureau itinérant",13,13,1,1,7,36,0,0,71,90
24071,"Salaberry--Suroît/Salaberry--Suroît"," 506","Mobile poll/Bureau itinérant",7,11,0,2,8,42,1,2,73,152
24071,"Salaberry--Suroît/Salaberry--Suroît"," 507","Mobile poll/Bureau itinérant",33,15,0,2,28,60,0,4,142,223
24071,"Salaberry--Suroît/Salaberry--Suroît"," 508","Mobile poll/Bureau itinérant",6,4,0,0,4,22,0,1,37,110
24071,"Salaberry--Suroît/Salaberry--Suroît"," 600","Saint-Clet",65,41,0,1,67,99,11,4,288,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 601","Saint-Polycarpe",86,48,1,3,105,68,3,10,324,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 602","Rivière-Beaudette",174,89,0,3,147,206,4,10,633,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 603","Saint-Zotique",187,100,1,2,202,177,13,12,694,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 604","Les Coteaux",190,69,1,2,189,175,10,6,642,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 605","Coteau-du-Lac",242,115,2,3,352,357,16,13,1100,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 606","Salaberry-de-Valleyfield",371,124,2,6,521,272,7,9,1312,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 607","Salaberry-de-Valleyfield",229,91,3,0,313,225,7,17,885,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 608","Salaberry-de-Valleyfield",268,92,3,6,303,258,8,23,961,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 609","Salaberry-de-Valleyfield",289,85,2,4,314,210,10,20,934,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 610","Salaberry-de-Valleyfield",417,120,1,4,473,233,4,22,1274,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 611","Beauharnois",323,93,3,3,412,209,5,20,1068,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 612","Beauharnois",377,95,0,8,255,238,6,2,981,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 613","Beauharnois",255,95,2,2,296,216,7,15,888,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 614","Sainte-Barbe",154,52,1,2,194,147,3,14,567,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 615","Saint-Chrysostome",79,69,0,4,131,114,7,6,410,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 616","Hemmingford",41,117,0,1,127,230,13,2,531,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 617","Ormstown",123,116,0,0,207,274,7,4,731,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 618","Huntingdon",87,176,1,4,239,395,14,11,927,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 619","Saint-Anicet",107,92,2,3,181,196,6,7,594,
24071,"Salaberry--Suroît/Salaberry--Suroît",,"Group 1/Groupe 1",18,19,0,1,15,67,3,7,130,104
24071,"Salaberry--Suroît/Salaberry--Suroît",,"Group 2/Groupe 2",373,133,3,4,531,273,11,30,1358,
