Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ram Faerber,Marty Lancaster,Alex Nuttall,Darren Roskam,Brian Tamblyn,Ellen White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 405","Barrie",0,3,84,0,57,5,0,149,194
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 406","Barrie",1,3,26,2,37,7,0,76,147
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 407","Barrie",Void/Supprimé,,,,,,,,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 408","Barrie",0,9,45,4,42,19,0,119,166
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 409","Barrie",0,3,45,1,49,10,0,108,184
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 500","Mobile poll/Bureau itinérant",1,4,19,2,23,8,2,59,119
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 501","Mobile poll/Bureau itinérant",3,4,39,10,44,13,2,115,189
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 502","Mobile poll/Bureau itinérant",0,4,37,2,22,7,1,73,151
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 503","Mobile poll/Bureau itinérant",2,1,15,1,24,7,0,50,150
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 600","Springwater",2,20,264,4,210,41,0,541,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 601","Springwater",1,27,275,2,207,61,0,573,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 602","Oro-Medonte",1,39,232,0,191,48,4,515,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 603","Oro-Medonte",1,31,353,4,304,49,0,742,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 604","Springwater",2,37,480,5,331,61,0,916,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 605","Springwater",0,16,272,4,161,44,0,497,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 606","Barrie",2,45,476,5,413,106,4,1051,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 607","Barrie",4,44,382,9,333,89,5,866,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 608","Barrie",2,51,472,9,445,86,1,1066,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 609","Barrie",1,41,384,6,407,75,6,920,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 610","Barrie",1,35,395,5,475,101,2,1014,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 611","Barrie",3,45,412,3,382,79,0,924,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 612","Barrie",5,53,289,7,343,104,0,801,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 613","Barrie",7,47,431,6,616,111,0,1218,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 614","Oro-Medonte",1,36,326,4,257,57,0,681,
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte",,"Group 1/Groupe 1",4,12,76,2,78,19,14,205,97
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte",,"Group 2/Groupe 2",4,86,665,19,707,219,35,1735,
