Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jonathan Beauchamp,Chantal Crête,Maxime Hupé-Labelle,Audrey Lamarche,Stéphane Lauzon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 194","Lachute",49,53,17,3,77,0,199,436
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 195","Saint-André-d'Argenteuil",31,46,17,5,45,0,144,287
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 196","Saint-André-d'Argenteuil",32,36,13,2,37,2,122,277
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 197","Saint-André-d'Argenteuil",24,29,12,2,48,2,117,365
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 198","Saint-André-d'Argenteuil",47,36,11,6,45,3,148,333
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 199","Saint-André-d'Argenteuil",47,33,10,4,38,1,133,322
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 200","Saint-André-d'Argenteuil",61,47,16,5,45,1,175,325
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 201","Saint-André-d'Argenteuil",27,64,14,4,44,4,157,305
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 202","Saint-André-d'Argenteuil",48,46,20,2,58,4,178,375
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 203","Brownsburg-Chatham",45,45,25,5,60,1,181,373
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 204","Brownsburg-Chatham",42,53,18,4,63,3,183,404
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 205A","Brownsburg-Chatham",42,82,19,2,96,5,246,421
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 205B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°186B,,,,,,,39
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 206","Brownsburg-Chatham",28,46,32,1,75,0,182,386
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 207","Brownsburg-Chatham",34,52,59,8,83,5,241,493
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 208","Grenville sur la Rouge",26,28,24,3,54,0,135,337
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 209","Kilmar",16,31,10,3,50,3,113,268
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 210","Kilmar",26,24,22,5,95,1,173,381
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 211","Grenville",23,20,17,3,79,3,145,293
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 212","Grenville",9,19,20,1,60,2,111,291
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 213","Grenville",17,25,25,1,67,2,137,313
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 214","Kilmar",19,22,23,2,53,0,119,282
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 215","Grenville sur la Rouge",8,25,11,4,47,3,98,207
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 216","Grenville sur la Rouge",13,29,19,1,55,0,117,259
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 400","Lachute",11,18,7,3,70,2,111,79
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 500","Mobile poll/Bureau itinérant",2,3,9,0,18,0,32,114
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 501","Mobile poll/Bureau itinérant",5,12,5,0,37,4,63,109
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 600","Saint-André-Avellin",96,189,81,9,177,2,554,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 601","Val-des-Bois",43,66,51,2,123,0,285,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 602","L'Ange-Gardien",68,167,70,12,229,4,550,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 603","Gatineau",85,239,85,12,342,5,768,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 604","Buckingham",85,205,101,11,400,3,805,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 605","Buckingham",92,211,135,15,416,8,877,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 606","Gatineau",55,150,70,8,269,4,556,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 607","Thurso",100,162,106,12,242,6,628,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 608","Mulgrave-et-Derry",14,40,36,1,82,0,173,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 609","Notre-Dame-de-la-Paix",125,187,56,11,161,4,544,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 610","Chénéville",41,65,24,5,57,1,193,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 611","Montebello",99,149,45,19,172,8,492,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 612","Saint-Michel-de-Wentworth",40,76,48,5,121,3,293,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 613","Saint-Adolphe-d'Howard",181,208,82,13,233,5,722,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 614","Morin-Heights",109,202,120,14,403,3,851,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 615","Wentworth-Nord",50,72,48,5,62,3,240,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 616","Morin-Heights",74,141,64,2,146,1,428,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 617","Lachute",166,217,129,10,335,15,872,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 618","Saint-André-d'Argenteuil",154,225,128,19,387,15,928,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 619","Saint-André-d'Argenteuil",112,136,62,9,137,9,465,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 620","Brownsburg-Chatham",177,246,168,15,390,9,1005,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 621","Grenville sur la Rouge",80,120,109,4,209,2,524,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation",,"Group 1/Groupe 1",10,23,30,4,68,3,138,86
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation",,"Group 2/Groupe 2",197,419,181,36,504,28,1365,
