Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Louise Boutin,Pierre Cadieux,Johanne Carignan,Guy Caron,Sébastien CôRhino Côrriveau,Francis Fortin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 155","Saint-Louis-du-Ha! Ha!",3,65,42,57,4,26,5,202,365
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 156","Saint-Louis-du-Ha! Ha!",2,65,40,53,0,18,2,180,304
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 157","Saint-Louis-du-Ha! Ha!",0,63,27,56,0,17,7,170,331
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 158","Saint-Honoré-de-Témiscouata",5,59,14,47,0,23,4,152,282
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 159","Saint-Honoré-de-Témiscouata",3,57,29,63,4,26,3,185,321
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 160","Saint-Elzéar",0,47,33,45,0,5,0,130,248
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 161","Saint-Eusèbe",6,35,26,59,2,16,3,147,271
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 162","Saint-Eusèbe",1,35,15,57,0,8,2,118,209
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 163","Notre-Dame-du-Lac",6,53,35,70,1,30,4,199,361
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 164A","Notre-Dame-du-Lac",2,47,18,45,0,20,3,135,253
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 164B","Notre-Dame-du-Lac",1,61,34,59,0,18,4,177,327
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 165","Notre-Dame-du-Lac",1,71,45,80,0,20,5,222,436
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 166","Dégelis",2,68,36,52,0,8,7,173,389
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 167","Dégelis",3,65,20,58,3,21,4,174,411
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 168","Dégelis",2,56,16,46,1,10,3,134,362
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 169","Dégelis",1,65,32,43,0,17,6,164,378
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 170","Dégelis",4,71,23,42,1,11,3,155,388
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 171","Dégelis",2,80,28,53,0,9,0,172,394
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 172","Packington",1,50,13,64,0,6,0,134,239
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 173","Packington",2,63,24,40,0,6,1,136,252
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 174","Saint-Jean-de-la-Lande",4,44,10,24,0,16,1,99,219
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 175","Saint-Marc-du-Lac-Long",4,57,28,42,0,19,2,152,307
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 176","Rivière-Bleue",2,57,33,55,0,17,3,167,385
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 177","Rivière-Bleue",4,65,30,68,0,17,1,185,386
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 178","Rivière-Bleue",4,43,29,29,1,14,3,123,261
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 179","Pohénégamook",0,36,20,21,0,10,2,89,379
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 180","Pohénégamook",4,44,14,34,0,9,2,107,361
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 181","Pohénégamook",2,41,20,28,0,12,2,105,370
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 182","Pohénégamook",4,43,23,32,0,18,4,124,357
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 183","Pohénégamook",2,51,16,42,2,18,4,135,341
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 184","Pohénégamook",1,46,14,46,0,17,3,127,324
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 185","Saint-Athanase",1,47,14,36,1,21,2,122,233
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 400","Rimouski",0,88,24,41,1,8,2,164,196
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 500","Mobile poll/Bureau itinérant",2,113,26,66,3,26,5,241,159
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 501A","Mobile poll/Bureau itinérant",1,41,12,31,3,4,2,94,160
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 501B","Rimouski",Merged with No./Fusionné avec le n°49,,,,,,,,22
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,159
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 503","Mobile poll/Bureau itinérant",2,57,8,13,0,6,1,87,310
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 504","Mobile poll/Bureau itinérant",2,69,10,23,2,10,1,117,226
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 505","Mobile poll/Bureau itinérant",2,22,10,16,0,10,5,65,127
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 506","Mobile poll/Bureau itinérant",3,53,12,19,0,9,3,99,161
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 507A","Mobile poll/Bureau itinérant",4,68,18,26,2,10,2,130,199
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 507B","Saint-Marc-du-Lac-Long",Merged with No./Fusionné avec le n°175,,,,,,,,6
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 508","Mobile poll/Bureau itinérant",1,50,11,18,0,6,4,90,162
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 600","Rimouski-Est--Pointe-au-Père",5,135,181,393,1,57,3,775,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 601","Rimouski",7,202,163,534,2,60,6,974,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 602","Rimouski",12,181,139,407,9,78,4,830,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 603","Rimouski",14,202,142,411,7,40,11,827,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 604","Rimouski",6,205,150,503,4,85,4,957,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 605","Rimouski",5,138,173,447,1,85,10,859,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 606","Sainte-Blandine",7,64,81,230,3,21,0,406,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 607","Le Bic--Saint-Fabien",13,92,87,310,2,45,2,551,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 608","Trois-Pistoles",9,276,148,316,2,127,11,889,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 609","Saint-Jean-de-Dieu",4,68,36,115,0,44,2,269,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 610","Saint-Michel-du-Squatec",3,77,54,80,0,41,1,256,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 611","Dégelis",8,170,80,221,0,64,8,551,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 612","Cabano--Notre-Dame-du-Lac",4,200,137,258,4,104,6,713,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 613","Pohénégamook--Rivière-Bleue",9,154,87,207,4,103,10,574,
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques",,"Group 1/Groupe 1",6,43,17,28,0,43,4,141,58
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques",,"Group 2/Groupe 2",30,218,186,435,8,73,13,963,
