Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Hector Clouthier,Cheryl Gallant,Stefan Klietsch,Jeff Lehoux,Dan McCarthy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 207","Arnprior",6,76,7,53,22,0,164,337
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 208","Arnprior",7,116,3,110,10,0,246,516
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 209","Pinegrove",7,88,3,61,21,0,180,337
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 210","Pinegrove",2,66,2,46,20,0,136,280
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 211","Arnprior",7,116,1,58,9,0,191,321
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 212","Arnprior",10,89,1,67,14,2,183,330
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 213","Hardwood Lake",14,155,5,40,5,0,219,386
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 214","Jewellville",14,159,4,47,15,0,239,411
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 500","Mobile poll/Bureau itinérant",13,59,5,48,10,1,136,175
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 501","Mobile poll/Bureau itinérant",24,58,5,36,8,1,132,182
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 502","Mobile poll/Bureau itinérant",31,79,8,80,13,6,217,445
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 503","Mobile poll/Bureau itinérant",13,68,1,33,7,1,123,207
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 504","Mobile poll/Bureau itinérant",11,89,3,43,11,3,160,363
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 505","Mobile poll/Bureau itinérant",4,28,2,13,2,0,49,124
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 506","Mobile poll/Bureau itinérant",2,36,3,16,4,2,63,144
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 600","Deep River",46,258,8,505,103,0,920,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 601","Petawawa",230,691,17,400,109,8,1455,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 602","Pembroke",169,437,13,257,65,6,947,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 603","Pembroke",96,214,9,222,58,4,603,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 604","Pembroke",160,437,21,390,86,1,1095,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 605","Barry's Bay",107,796,15,279,99,8,1304,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 606","Eganville",104,658,12,290,94,3,1161,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 607","Cobden",78,391,11,172,74,1,727,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 608","Renfrew",45,484,31,219,76,6,861,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 609","Renfrew",79,570,16,309,82,8,1064,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 610","Calabogie",34,487,6,260,54,1,842,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 611","Arnprior",52,770,17,431,123,7,1400,
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke",,"Group 1/Groupe 1",71,660,47,271,56,21,1126,82
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke",,"Group 2/Groupe 2",382,1501,64,997,304,29,3277,
