Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Gauvin,Joël Godin,Raymond Harvey,Élaine Michaud,Johanne Morin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 195","Portneuf",39,54,24,49,4,4,174,352
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 196","Sainte-Christine",47,85,36,49,5,6,228,425
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 197","Saint-Léonard-de-Portneuf",34,44,27,30,7,2,144,316
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 198","Saint-Léonard-de-Portneuf",27,57,12,21,0,2,119,279
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 199","Saint-Léonard-de-Portneuf",35,61,12,46,2,0,156,283
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 200","Saint-Alban",37,63,18,60,5,1,184,385
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 201","Saint-Alban",29,53,16,37,3,1,139,324
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 202","Saint-Alban",25,53,10,26,5,2,121,305
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 203","Saint-Ubalde",92,74,9,78,8,2,263,388
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 204","Saint-Ubalde",69,55,32,78,5,0,239,387
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 205","Saint-Ubalde",72,83,21,64,2,1,243,364
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 206","Saint-Thuribe",38,40,12,59,2,3,154,216
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 207","Saint-Casimir",18,55,17,61,3,2,156,274
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 208","Saint-Casimir",58,75,16,51,4,1,205,357
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 209","Saint-Casimir",35,72,21,40,4,0,172,311
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 210","Saint-Casimir",28,44,14,43,3,1,133,249
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 211","Saint-Marc-des-Carrières",36,61,19,71,2,0,189,399
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 212","Saint-Marc-des-Carrières",40,93,21,43,0,2,199,378
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 213","Saint-Marc-des-Carrières",29,84,15,35,2,1,166,300
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 214","Saint-Marc-des-Carrières",38,52,15,37,0,2,144,343
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 215","Saint-Marc-des-Carrières",29,46,17,33,2,4,131,296
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 216","Saint-Marc-des-Carrières",25,54,13,33,0,1,126,286
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 217","Saint-Marc-des-Carrières",33,59,16,50,3,1,162,364
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 218","Saint-Gilbert",26,54,15,26,2,2,125,248
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 219","Deschambault-Grondines",46,81,42,88,4,1,262,431
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 220","Deschambault-Grondines",36,71,24,79,4,1,215,395
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 221","Deschambault-Grondines",35,76,29,83,0,0,223,372
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 222","Portneuf",28,48,20,49,8,1,154,325
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 223","Portneuf",34,61,12,45,4,0,156,308
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 224","Portneuf",38,85,19,44,1,4,191,361
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 225A","Portneuf",37,50,26,41,4,0,158,327
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 225B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503C,,,,,,,29
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 226","Deschambault-Grondines",23,43,10,46,1,3,126,222
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 227","Deschambault-Grondines",47,69,32,75,2,3,228,371
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 228","Lac-Delage",67,87,56,71,5,2,288,442
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 400","Saint-Augustin-de-Desmaures",64,33,5,19,3,4,128,150
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 500","Mobile poll/Bureau itinérant",30,18,8,11,2,0,69,69
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 501A","Mobile poll/Bureau itinérant",24,16,5,9,2,1,57,138
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 501B","Saint-Raymond",59,33,13,34,0,2,141,180
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 502A","Mobile poll/Bureau itinérant",47,15,4,7,0,4,77,134
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,15
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 503A","Mobile poll/Bureau itinérant",20,5,2,13,1,2,43,116
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 503B","Saint-Basile",Merged with No./Fusionné avec le n°109,,,,,,,9
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 503C","Mobile poll/Bureau itinérant",31,17,2,10,0,1,61,71
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 504A","Mobile poll/Bureau itinérant",40,20,11,6,0,3,80,161
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 504B","Saint-Augustin-de-Desmaures",Merged with No./Fusionné avec le n°132,,,,,,,18
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 505A","Mobile poll/Bureau itinérant",29,20,8,8,0,2,67,181
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 505B","Donnacona",48,39,16,29,0,0,132,178
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 600","Stoneham-et-Tewkesbury",104,287,82,119,16,7,615,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 601","Sainte-Brigitte-de-Laval",85,266,64,108,10,4,537,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 602","Lac-Beauport",142,256,75,111,6,7,597,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 603","Lac-Beauport",168,332,64,142,7,0,713,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 604","Stoneham-et-Tewkesbury",147,291,81,123,12,3,657,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 605","Shannon-St-Gabriel",170,319,43,106,17,9,664,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 606","Linton",206,437,81,260,13,9,1006,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 607","Sainte-Catherine",187,605,126,265,19,12,1214,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 608","Saint-Augustin-de-Desmaures",464,697,201,365,18,12,1757,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 609","Saint-Augustin-de-Desmaures",180,502,112,256,24,4,1078,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 610","Neuville",81,188,59,124,4,6,462,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 611","Donnacona",206,444,122,258,13,13,1056,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 612","Pont-Rouge",203,638,88,313,18,11,1271,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 613","Saint-Raymond",159,385,80,235,14,7,880,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 614","Saint-Basile",112,227,51,188,8,7,593,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 615","Donnacona",59,161,49,110,3,6,388,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 616","Saint-Gilbert",126,236,65,147,3,9,586,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 617","Deschambault-Grondines",66,148,63,129,15,3,424,
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier",,"Group 1/Groupe 1",89,514,20,63,15,30,731,67
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier",,"Group 2/Groupe 2",155,283,129,279,22,10,878,
