Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alex Johnstone,Peter Ormond,Vincent Samuel,Filomena Tassi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 404","Hamilton ",21,11,26,80,1,139,184
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 405","Dundas",16,3,20,42,6,87,362
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 406","Hamilton ",40,6,29,82,1,158,250
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 407","Ancaster",17,9,80,13,2,121,124
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 408","Hamilton ",16,4,11,18,2,51,164
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 500","Mobile poll/Bureau itinérant",17,4,17,30,0,68,104
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 501","Mobile poll/Bureau itinérant",13,3,30,50,1,97,200
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 502","Mobile poll/Bureau itinérant",18,6,32,44,0,100,163
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 503","Mobile poll/Bureau itinérant",9,4,29,32,1,75,159
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 504","Mobile poll/Bureau itinérant",30,11,41,99,5,186,255
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 505","Mobile poll/Bureau itinérant",26,7,43,57,2,135,322
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 506","Mobile poll/Bureau itinérant",29,8,45,61,3,146,198
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 507","Mobile poll/Bureau itinérant",14,6,16,59,0,95,225
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 508","Mobile poll/Bureau itinérant",16,6,68,91,2,183,226
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 509","Mobile poll/Bureau itinérant",7,0,26,29,0,62,160
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 600","Hamilton ",126,41,189,439,3,798,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 601","Dundas",163,60,251,510,6,990,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 602","Ancaster",130,61,373,532,6,1102,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 603","Ancaster",198,45,362,543,3,1151,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 604","Hamilton ",157,37,203,365,0,762,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 605","Hamilton ",142,29,218,349,5,743,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 606","Hamilton ",193,39,265,357,1,855,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 607","Hamilton ",177,27,182,263,3,652,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 608","Hamilton ",137,21,210,287,1,656,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 609","Ancaster",108,16,545,530,2,1201,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 610","Ancaster",108,30,553,607,7,1305,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 611","Ancaster",88,37,489,474,2,1090,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 612","Ancaster",93,27,486,545,4,1155,
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",,"Group 1/Groupe 1",28,6,37,60,6,137,104
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas",,"Group 2/Groupe 2",383,73,393,832,22,1703,
