Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ruth Ellen Brosseau,Cate Burton,Pierre Destrempes,Marianne Foucrault,Yves Perron,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 234","Lavaltrie",56,2,58,12,80,2,210,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 500","Mobile poll/Bureau itinérant",10,2,25,5,9,3,54,74
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 501","Mobile poll/Bureau itinérant",12,0,23,6,4,1,46,90
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 502","Mobile poll/Bureau itinérant",16,1,29,4,12,1,63,119
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 503","Mobile poll/Bureau itinérant",11,0,32,5,8,2,58,140
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 504","Mobile poll/Bureau itinérant",1,3,15,3,3,2,27,91
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 505","Mobile poll/Bureau itinérant",8,0,10,3,3,2,26,161
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 506","Mobile poll/Bureau itinérant",15,4,48,12,23,2,104,156
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 507","Mobile poll/Bureau itinérant",11,1,31,5,13,0,61,138
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 508","Mobile poll/Bureau itinérant",8,0,5,4,9,0,26,145
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 509","Mobile poll/Bureau itinérant",40,2,65,13,20,2,142,192
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 510","Mobile poll/Bureau itinérant",12,0,20,5,11,5,53,90
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 600","Saint-Alexis-des-Monts",299,10,109,56,88,3,565,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 601","Saint-Mathieu-du-Parc",220,7,76,51,81,7,442,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 602","St. Boniface",344,7,131,98,90,6,676,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 603","Saint-Étienne-des-Grès",326,5,83,82,98,10,604,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 604","Trois-Rivières",582,18,196,161,172,14,1143,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 605","Yamachiche",263,7,95,67,50,5,487,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 606","Saint-Paulin",265,8,85,31,60,4,453,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 607","Saint-Léon-le-Grand",476,4,150,91,86,15,822,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 608","Maskinongé",201,4,51,36,57,2,351,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 609","Louiseville",292,3,82,35,55,7,474,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 610","Saint-Gabriel",238,8,92,58,189,9,594,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 611","Saint-Gabriel",224,8,111,66,153,13,575,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 612","Saint-Félix-de-Valois",141,6,58,58,156,6,425,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 613","Saint-Jean-de-Matha--Saint-Damien",215,12,111,85,233,10,666,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 614","Saint-Félix-de-Valois",242,11,143,84,221,9,710,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 615","Saint-Cuthbert",167,3,67,42,91,1,371,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 616","Berthierville",206,2,92,52,106,2,460,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 617","Berthierville",252,3,140,61,108,8,572,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 618","Saint-Ignace-de-Loyola",251,7,65,54,140,6,523,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 619","Lanoraie",176,10,81,50,163,7,487,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 620","Lavaltrie",327,16,163,95,291,26,918,
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 621","Lavaltrie",403,22,164,139,315,20,1063,
24012,"Berthier--Maskinongé/Berthier--Maskinongé",,"Group 1/Groupe 1",32,3,36,34,11,6,122,70
24012,"Berthier--Maskinongé/Berthier--Maskinongé",,"Group 2/Groupe 2",292,8,96,63,126,14,599,
