Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claudette Menchenton,Kevin George O'Brien,Elizabeth Perry,Scott Simms,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 500","Mobile poll/Bureau itinérant",2,4,1,34,2,43,66
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 501","Mobile poll/Bureau itinérant",0,5,3,24,0,32,36
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 502","Mobile poll/Bureau itinérant",0,3,0,16,0,19,32
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 503","Mobile poll/Bureau itinérant",2,6,1,18,0,27,48
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 504","Mobile poll/Bureau itinérant",2,18,1,76,2,99,138
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 505","Mobile poll/Bureau itinérant",4,16,2,71,7,100,129
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 506","Mobile poll/Bureau itinérant",8,8,0,37,2,55,56
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 507","Mobile poll/Bureau itinérant",2,14,2,40,3,61,109
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 508","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 509","Mobile poll/Bureau itinérant",4,13,0,39,0,56,81
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 510","Mobile poll/Bureau itinérant",1,2,0,13,1,17,31
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 600","Baie Verte",4,36,3,64,0,107,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 601","La Scie",2,2,0,36,1,41,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 602","Robert's Arm",7,17,4,18,0,46,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 603","Botwood",34,47,0,244,0,325,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 604","Lewisporte",9,66,1,259,1,336,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 605","Twillingate",8,21,1,97,2,129,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 606","Joe Batt's Arm-Barr'd Islands-Shoal Bay",2,5,0,93,0,100,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 607","Horwood",4,5,1,18,0,28,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 608","Springdale",16,67,1,107,0,191,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 609","Grand Falls-Windsor",30,73,1,402,0,506,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 610","Grand Falls-Windsor",23,39,4,280,1,347,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 611","Bishop's Falls",16,30,1,220,0,267,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 612","Gander",23,49,0,227,2,301,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 613","Gander",40,98,7,576,1,722,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 614","Buchans",3,5,0,77,0,85,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 615","Harbour Breton",5,5,0,31,0,41,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 616","St. Alban's",7,13,0,53,0,73,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 617","Belleoram",3,4,1,13,0,21,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame",,"Group 1/Groupe 1",8,60,1,96,6,171,41
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame",,"Group 2/Groupe 2",77,159,6,721,7,970,
