Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Belanger,Tina Biello,Hélène Bilodeau,Claude Boucher,Steve Gagné,Jacques Gourde,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 506","Mobile poll/Bureau itinérant",1,0,4,29,4,21,4,63,120
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 507A","Mobile poll/Bureau itinérant",1,0,3,24,2,23,0,53,103
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 507B","Mobile poll/Bureau itinérant",0,0,1,18,5,30,2,56,18
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 600","Lévis",0,20,230,245,160,667,23,1345,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 601","Lévis",1,23,256,318,157,701,21,1477,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 602","Lévis",1,21,148,204,111,493,10,988,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 603","Lévis",1,8,175,160,114,671,22,1151,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 604","Lévis",5,16,186,274,130,711,16,1338,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 605","Lévis",4,24,197,220,140,473,15,1073,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 606","Lévis",1,19,189,188,98,623,7,1125,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 607","Lévis",3,15,185,167,96,558,10,1034,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 608","Lévis",4,10,164,168,102,668,12,1128,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 609","Lévis",0,7,108,92,40,397,7,651,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 610","Lévis",0,6,95,89,43,145,6,384,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 611","Saint-Agapit",0,5,43,82,28,302,8,468,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 612","Saint-Apollinaire",2,8,74,125,59,376,13,657,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 613","Saint-Gilles",0,1,27,21,18,119,1,187,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 614","Lotbinière",0,9,52,60,33,156,0,310,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 615","Laurier-Station",2,6,74,109,33,296,4,524,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 616","Val-Alain",1,3,26,32,30,108,2,202,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 617","Saint-Narcisse",2,4,32,24,9,96,1,168,
24042,"Lévis--Lotbinière/Lévis--Lotbinière",,"Group 1/Groupe 1",0,2,22,62,9,94,4,193,78
24042,"Lévis--Lotbinière/Lévis--Lotbinière",,"Group 2/Groupe 2",2,26,216,221,152,431,27,1075,
