Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Corina Bastiani,Claude Carpentier,Yves Laberge,Louis Plamondon,Nicolas Tabah,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 189","Sainte-Victoire-de-Sorel",1,23,9,50,38,2,123,197
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 190","Sainte-Victoire-de-Sorel",4,46,12,67,51,9,189,358
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 191","Saint-Ours",6,43,22,88,46,4,209,364
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 192","Saint-Ours",2,55,13,76,23,4,173,317
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 193","Saint-Ours",18,42,18,81,25,2,186,333
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 194","Saint-Ours",9,31,9,94,55,4,202,371
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 195","Saint-Roch-de-Richelieu",7,49,12,90,41,1,200,343
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 196","Saint-Roch-de-Richelieu",11,66,19,141,40,1,278,424
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 197","Saint-Roch-de-Richelieu",4,40,14,95,17,6,176,276
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 198","Saint-Roch-de-Richelieu",5,33,13,82,32,1,166,297
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 199","Saint-Roch-de-Richelieu",13,57,25,123,49,1,268,460
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 200","Saint-Elphège",6,50,10,55,25,0,146,207
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 201","Saint-Zéphirin",1,43,29,59,30,2,164,295
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 202","Saint-Zéphirin",2,37,18,55,47,5,164,270
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 203","Sainte-Perpétue",4,64,38,90,58,12,266,381
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 204","Sainte-Perpétue",3,89,35,73,36,5,241,363
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 500","Mobile poll/Bureau itinérant",0,24,8,22,2,2,58,76
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 501","Mobile poll/Bureau itinérant",0,59,7,34,14,1,115,30
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 502","Mobile poll/Bureau itinérant",2,54,4,15,4,1,80,119
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 503","Mobile poll/Bureau itinérant",1,36,11,24,4,4,80,88
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 504","Mobile poll/Bureau itinérant",3,38,5,58,12,1,117,112
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 505","Mobile poll/Bureau itinérant",2,32,0,32,3,2,71,114
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 506","Mobile poll/Bureau itinérant",5,39,8,31,11,2,96,148
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 600","Saint-Pierre-les-Becquets",10,96,92,150,80,13,441,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 601","Bécancour",11,94,104,196,113,5,523,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 602","Lemieux--Saint-Sylvère",1,30,12,44,29,0,116,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 603","Aston-Jonction",7,137,71,174,123,10,522,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 604","Sainte-Eulalie--Sainte-Monique",1,50,41,74,60,2,228,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 605","Bécancour",13,193,120,233,203,8,770,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 606","Nicolet",24,385,182,478,310,13,1392,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 607","Pierreville--Saint-François-du-Lac",0,37,18,94,51,4,204,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 608","Pierreville",12,166,76,356,131,6,747,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 609","Sainte-Anne-de-Sorel",8,104,41,169,149,4,475,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 610","Sainte-Anne-de-Sorel--Yamaska",0,49,25,91,56,0,221,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 611","Sainte-Victoire-de-Sorel",6,72,34,138,60,5,315,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 612","Sorel-Tracy",15,162,101,413,279,6,976,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 613","Sorel-Tracy",15,233,71,458,283,23,1083,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 614","Sorel-Tracy",22,215,95,438,274,26,1070,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 615","Saint-Joseph-de-Sorel",11,193,89,424,195,12,924,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 616","Sorel-Tracy",13,219,82,452,315,13,1094,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 617","Saint-Ours",21,39,35,159,77,7,338,
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel",,"Group 1/Groupe 1",1,53,25,14,11,4,108,83
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel",,"Group 2/Groupe 2",37,545,212,1663,709,76,3242,
