Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Olivia Chow,Sharon Danley,Nick Lin,Michael Nicula,Adam Vaughan,Sabrina Zuniga,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35101,"Spadina--Fort York/Spadina--Fort York"," 496","Toronto",52,5,0,0,92,8,1,158,245
35101,"Spadina--Fort York/Spadina--Fort York"," 497","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 497-1","Toronto",24,3,0,0,109,32,0,168,370
35101,"Spadina--Fort York/Spadina--Fort York"," 498","Toronto",40,7,0,0,140,45,1,233,340
35101,"Spadina--Fort York/Spadina--Fort York"," 500","Mobile poll/Bureau itinérant",8,1,0,0,28,5,1,43,85
35101,"Spadina--Fort York/Spadina--Fort York"," 600","Toronto",465,19,2,0,635,114,5,1240,
35101,"Spadina--Fort York/Spadina--Fort York"," 601","Toronto",459,25,4,0,452,67,7,1014,
35101,"Spadina--Fort York/Spadina--Fort York"," 602","Toronto",404,30,2,2,621,156,3,1218,
35101,"Spadina--Fort York/Spadina--Fort York"," 603","Toronto",279,24,2,1,444,84,3,837,
35101,"Spadina--Fort York/Spadina--Fort York"," 604","Toronto",173,14,0,1,415,143,0,746,
35101,"Spadina--Fort York/Spadina--Fort York"," 605","Toronto",213,19,2,1,508,134,3,880,
35101,"Spadina--Fort York/Spadina--Fort York"," 606","Toronto",299,11,1,2,590,86,2,991,
35101,"Spadina--Fort York/Spadina--Fort York"," 607","Toronto",239,16,1,2,500,107,0,865,
35101,"Spadina--Fort York/Spadina--Fort York"," 608","Toronto",266,8,3,0,428,82,1,788,
35101,"Spadina--Fort York/Spadina--Fort York"," 609","Toronto",144,8,0,0,368,120,1,641,
35101,"Spadina--Fort York/Spadina--Fort York",,"Group 1/Groupe 1",93,6,0,0,93,12,14,218,269
35101,"Spadina--Fort York/Spadina--Fort York",,"Group 2/Groupe 2",662,39,2,1,725,185,24,1638,
