Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Elizabeth Biggar,Barry Blackman,Kathi Dickie,W. Todd Keller,Matt Shaw,Bob Zimmer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 194","Buckhorn",8,10,34,6,57,114,0,229,411
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 195","Buckhorn",10,3,48,2,80,102,1,246,390
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 196","Buckhorn",11,4,40,5,67,94,0,221,394
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 197","Dome Creek",1,1,5,1,17,7,0,32,43
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 198","McBride",14,3,33,0,40,80,5,175,331
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 199","McBride",10,1,22,2,43,90,1,169,325
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 200","McBride",7,0,25,4,40,48,1,125,268
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 201","Dunster",17,0,31,1,27,40,0,116,178
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 202","Valemount ",19,2,33,1,49,42,0,146,300
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 203","Valemount ",24,5,31,0,50,44,3,157,297
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 204","Valemount ",5,2,12,4,36,45,0,104,282
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 205","Valemount ",16,2,25,2,32,52,0,129,307
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 500","Mobile poll/Bureau itinérant",3,1,12,1,7,48,0,72,61
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 501","Mobile poll/Bureau itinérant",6,2,5,2,7,55,0,77,125
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 502","Mobile poll/Bureau itinérant",3,7,10,1,8,40,2,71,119
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 503","Mobile poll/Bureau itinérant",3,2,11,2,15,57,1,91,143
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 504","Mobile poll/Bureau itinérant",10,5,24,2,40,39,0,120,172
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 505","Mobile poll/Bureau itinérant",4,0,10,4,15,9,0,42,91
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 600","Fort Nelson",17,3,87,3,120,406,2,638,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 601","Mackenzie",33,4,114,11,151,129,4,446,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 602","Charlie Lake",8,3,42,1,67,546,1,668,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 603","Chetwynd",28,11,63,4,118,258,1,483,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 604","Fort St. John",39,8,120,6,213,720,2,1108,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 605","Fort St. John",33,6,122,7,202,540,1,911,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 606","Taylor--Fort St. John",16,4,36,2,48,335,0,441,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 607","Dawson Creek",29,4,33,0,47,322,1,436,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 608","Dawson Creek",44,10,148,11,161,531,1,906,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 609","Dawson Creek",22,6,99,3,129,320,2,581,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 610","Pouce Coupe",13,0,20,0,27,112,0,172,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 611","Tumbler Ridge",18,10,53,4,62,136,3,286,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 612","Nukko Lake",28,2,56,3,112,198,2,401,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 613","Prince George",43,8,196,16,273,338,2,876,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 614","Prince George",49,11,324,14,316,252,6,972,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 615","Prince George",51,3,183,6,234,307,4,788,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 616","Pineview",27,6,68,4,123,208,1,437,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 617","McBride",18,1,40,4,62,72,1,198,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 618","Valemount ",40,4,60,2,58,131,0,295,
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies",,"Group 1/Groupe 1",8,2,32,6,66,23,8,145,117
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies",,"Group 2/Groupe 2",109,11,406,23,397,1267,28,2241,
